study_hours,attendance_rate,sleep_hours,social_media_hours,assignments_completed,class_participation,internet_speed,family_support,part_time_job,health_score,final_grade,noise_feature_1,noise_feature_2,noise_feature_3,noise_feature_4,noise_feature_5,noise_feature_6,noise_feature_7,noise_feature_8,noise_feature_9,noise_feature_10,noise_feature_11,noise_feature_12,noise_feature_13,noise_feature_14,noise_feature_15,noise_feature_16,noise_feature_17,noise_feature_18,noise_feature_19,noise_feature_20,noise_feature_21,noise_feature_22,noise_feature_23,noise_feature_24,noise_feature_25,noise_feature_26,noise_feature_27,noise_feature_28,noise_feature_29,noise_feature_30,noise_feature_31,noise_feature_32,noise_feature_33,noise_feature_34,noise_feature_35,noise_feature_36,noise_feature_37,noise_feature_38,noise_feature_39,noise_feature_40
5.993428306022466,82.50492850345877,5.7565074836168915,2.9247850832721936,8,4.367370254721994,61.38170740137805,0,1,6.396947784482164,75.44026861517807,-0.8613837023567438,-1.3137578136860328,1.0032131997390237,-1.0961230247380684,1.0696082621579808,-0.5056563599374411,-1.489150116761596,-1.386157944105238,1.3198606706654805,-0.16073744131186385,-1.3136151460790664,-1.0718568022324786,0.13310690246396292,-1.1677266876102608,0.20562981469348762,-0.6072921849478414,-1.315167742428191,0.1415507790793433,-0.8232050973014229,-0.7202677184105369,2.514438636617342,0.22478690273215843,0.4369610753903937,-0.20008056580668074,-1.671856613136305,-1.0764768099771291,1.2495307236517275,-2.01262191651977,-0.23696827557125388,0.6228788238420383,-1.575404685821716,-0.11264631688768885,0.9656053487861097,0.5015610923592241,0.5568494019360792,-0.031156758588119834,1.508063646152072,-1.3336607226782398,-0.524814508895144,1.2221981575557725
4.72347139765763,83.46448209496975,6.159728439704546,4.146170784601486,8,3.958253826152571,46.684133757368414,1,1,7.418545638193809,68.54196066669411,-0.8804619648224059,-1.0953016150698571,2.05685222073102,-0.03599541197724199,0.18962812330545253,-0.5725866638463186,1.0149189824551577,1.4490302312792402,0.7271657443980285,1.0358473048676184,0.8538085623090685,-0.1732792917738969,-0.13224305412338289,1.178228092882562,-1.034136999056765,-2.412113905050417,-0.3800985635103225,-2.4230464990015337,1.0886965586176958,-1.5270989149828693,0.8240984566626314,-1.0173348511899962,0.1101653486945414,-0.5925018938019228,-0.7184313326196915,-0.47940171370599405,0.4211732265819475,0.09945189691266046,0.13067393907739766,-0.8212186242087107,-0.24711779366764014,0.4508253145740378,1.5917258522555509,-1.197987606077978,-2.03232092433206,-0.9840177162637418,1.1228921233039248,-0.3150229482850129,-1.097069838794651,1.6065738580746889
6.295377076201385,73.1997527842151,8.120940407684893,1.8171287443973476,9,3.227261409134568,56.18140595280681,1,0,7.92704306647543,64.41682455961325,0.9621993545951174,-0.16879678670214526,0.5693594461724379,-0.41370916767461846,0.8585131534474972,0.5351414354553207,0.006479484220716646,-0.9006471182276757,0.15996485577381542,-0.040755849846621145,-0.5555421615754356,1.488235316869476,-1.5921435277943279,1.5416728117963672,-0.8893519930792078,1.076387539608866,-0.7214163497458866,0.4289203981809886,1.1592341502842047,0.9591329303254789,1.10835508351264,0.9644150056162036,0.28982431655047347,-3.7087966093232914,-0.7867551271022283,0.9092972263492204,0.7998062928201565,-0.2174163855152364,-0.0013369952020600845,0.12718893875712056,0.14230184613180563,0.8369758726932388,-0.3009380690949183,-0.760875876171995,-0.9315260487896285,0.28640037618153363,0.6285179141007702,1.4926598165071472,-0.28999314694488315,2.243591723768047
8.046059712816051,82.32253697161003,7.915555398150198,3.604855818621413,6,3.747980434061916,44.962955193268584,1,1,7.211554983733846,86.37292273567606,-0.05285995429130031,0.11095609606804342,2.234478901349309,1.0708952313396154,0.15139768789320732,0.7593879393091572,1.3528411746932725,-0.7672870902251991,-1.5312280631833775,0.18923197990592774,-0.8716780788368853,-1.468336561534095,0.8741769172383231,-1.5794149894930603,1.3782840936226737,-0.14208987508966542,-0.14780650354711772,0.6108976739007975,0.047071686807887377,0.5703421268063606,0.8047705218937661,0.36254257013643854,0.5934337596241102,1.7548118755996143,0.6691239910292981,1.5263327284126937,-1.6994189450976827,1.0309566491463393,1.124218803189845,-0.12368731340102396,0.6060218300142409,-0.35397849332107656,1.5206862456326455,0.37534736354002013,0.6821376663389751,1.8934750580880277,-1.143660799663702,0.6598282977311478,-2.8147146994918133,-0.5790136948152732
4.531693250553328,82.93072473298682,6.968647609053778,2.3636908579530713,7,4.005102162299655,45.84132658588215,1,0,7.758909754800586,79.19529438245759,-0.7810204292648907,0.7869695655549953,-0.7764818080596431,-0.474773645483708,-0.11235389147038086,1.3612101153211187,-0.20514822899786833,0.6378967381668287,-0.14603660574179833,-0.9963416821738039,-0.19567855887695199,1.4852192410127263,0.3737684280934946,-0.1421854989882232,-0.3627565327995561,-2.273950209236545,1.1128701407684969,-0.35162516786092396,-2.170861570833669,-1.720610992496342,0.6409053137937868,-1.1351618290319083,-0.2736497876780127,0.00041796377814229223,-0.5713697592877345,-2.4242503239372004,-0.22041692749820854,0.6110845634455472,2.0486315307977825,-0.9725814689656829,0.1697671824043187,0.709773426445123,2.1795426399757756,-2.0673148867236435,1.2088776042161127,1.5824806293245608,-1.1432683228290843,0.4469722729708663,0.9057617524709435,2.469407414008624
4.531726086101639,72.85648581973632,7.175991074963173,2.048552601285187,7,2.492562714092018,48.95950243200363,1,0,8.48553011655626,87.03483108766137,-0.37050630168951904,-0.8911330086014864,2.091284902424585,-2.2867179482154945,0.6412503933283891,-0.994999893210358,-0.47040889253142115,-0.2867211747612406,1.2903767512582258,0.9831176329765476,1.4787236094678915,-0.24169845141648982,1.1019566973974242,1.407258975064945,-0.5515608089240098,2.134962939679395,0.23848081136393096,0.29542981172178157,-0.5125676574442902,-0.7467873495368568,0.39439652418284166,-1.606237767474656,-0.4887583773794366,-0.17831011192907645,-0.5424755499398202,-0.37845465357745733,-1.079196944894296,0.29020122458503783,-1.134665329881441,0.03618394395660312,-0.9219926384615591,2.756639477005839,-0.4125175333560192,-0.21129761703842476,1.0210487402680122,-1.406078693237423,-0.24813440326135078,0.9909593151244864,-1.038898541287495,-1.0967729434551832
8.158425631014783,98.65774511144757,8.916497343682638,2.8715635680545306,7,2.670669001680198,55.15272852986766,1,0,4.223589463157098,101.1282889441245,-1.0105940867066072,-1.0631090366494642,-0.3803760542195902,0.12575117253542017,0.6032860336737964,0.5259775584176167,0.027054040688951418,0.3082608405624918,0.8982818560280404,-1.1456585711653549,-0.3949621964965703,-2.3377548334351532,-1.538755524275253,0.39869518362223777,-1.3438716055592754,1.241392331313189,-0.8393204017794592,-1.5149242753700527,1.7858711243041168,0.1790654292733845,-0.39685704491532053,-0.9773375592187207,1.1075653233086231,0.3251691300519507,-0.37792336028513973,0.30269799437673267,2.163100942680612,-0.27136719546274957,-0.952556117994652,0.19069528772043906,1.1676139480208543,0.5675399941917048,-0.1541690383680861,-0.8652838723927825,0.8932933122477806,-1.4431812234682382,0.04675368604771875,1.8045451176125027,-0.6176954214462698,1.9352474030431261
6.534869458305818,84.73832920911788,6.112642916746255,1.757709213096751,8,2.9031739626065893,61.94181962551069,1,0,8.415195762798051,98.62503667285638,-0.06718358066191689,0.13808715313362985,-0.2820189307630354,-0.01419802441133914,-0.16963411909515508,-0.12170395441786715,0.10186070637985305,-2.156600696632788,-1.2863341466829483,-0.5044964842716331,0.5753388641155845,-1.3667317334829063,0.5071344895452684,-0.4892392329990946,0.8506776374742393,-0.34898205106833524,1.354441072784276,-0.801066990399824,0.29705577149190954,0.44257235356056795,-1.2467782478378646,0.8363018006717221,-0.7573584865301681,-0.08005774853408995,-0.7486447025153175,0.20267836338519074,1.1445503457443813,1.1099772721976666,0.32149790255470695,1.9312530946518993,0.0019074122769075462,1.6135814645997961,-0.9477185024063991,1.1105061419766535,0.12974386267144122,-1.6995364397999482,1.3980015312032619,0.018534069818371825,0.716278561620927,-0.6339598586913759
4.061051228130096,68.08696502797352,7.820646071755057,2.3356208335833815,8,2.5244694558356504,50.96545263538775,1,1,7.513641647831912,83.65173460815977,0.8316283076644685,-0.2584007202071684,-0.11987254742287344,-0.8620498814044937,-0.7492069577142593,-0.09223420463328048,-0.6627848014917354,0.28432444951923147,0.6140256472584803,0.629914862046294,0.7270800204509539,-0.9634775377351934,-0.2346593375465627,-1.5461621196108988,-1.0559258135108434,-0.842497491366701,-1.428857236544191,0.7654492384322756,0.6933997058718859,-1.5184536589670916,-0.1306539689621132,-0.30160213364304606,-0.46917419946200767,-0.4303158446454495,0.26902226926169737,1.8999396666228892,-0.680967783285462,1.8673899017525326,-0.8164023483019187,-0.6556875257662731,-1.6680027064913643,0.481046000106614,-1.1442150961608277,0.3461154531549492,-1.0289034096876895,-1.1369794537503213,-2.779706885795537,-0.4071890042220247,0.11912109791789109,-0.06893979620475318
6.085120087171929,86.5655360863383,6.6967110213491585,1.562546528893382,6,4.015686945063484,35.00163088676456,1,1,5.3325620083919105,86.05821853716924,-0.027670667594261386,0.9267209977715248,-0.21862071115873113,0.09499988349703703,0.3417289147404346,0.4018258540340018,-0.4963047309552837,0.21783187951221514,0.5283928118677204,-2.039431498319932,0.443273298006406,-0.6239293007827422,0.14378800992552931,1.1529445518228643,-0.0152926609614581,0.40319121076052195,0.22188350877209947,0.5112532785395744,-0.08916658163496832,-0.08923866654242166,0.5657736996720634,0.08114251895541082,1.2342478154274732,-1.0056459863919494,0.3776314694329093,-2.0106939095820673,-1.5366389009496022,1.0089791991299037,0.9335837704002741,-1.7093993241953382,0.2091766507733942,-0.9319616221975062,-1.1325513412662949,1.191246297390677,-0.19662338457323475,0.25159246876863,-1.0332062627430956,0.9885384109739317,-0.4405454580801205,0.018575945162973527
